,BP,canonical_smiles
406,368.5000828842044,C1CC2CC1C=C2
407,381.7503011296069,CCCC#CC=C
408,378.677310302062,CC=CC=CC=C
409,378.67728991059255,CC1=CCCC=C1
410,398.0001697546727,C1C=CCC2C1C2
411,377.4501094264858,CCC#CC(=C)C
412,371.0504613755048,CC1=CC=CCC1
413,383.6767437397496,C1C2CC2C3C1C3
414,383.67715895453017,C1C2CC3C1C3C2
415,383.6770707488628,C=CCC(Cl)Cl
416,389.4730886132242,CCC1=CC=C(O1)C
417,389.47348282938856,CCCC1=CC=CO1
418,378.84926868161904,CCC1=CCCC1
419,370.8499763108922,CCC1CCC=C1
420,371.2503045808173,CCC1CC=CC1
421,375.8498216225042,CC1=C(CCC1)C
422,372.7499657611887,CC1CCC(=C1)C
423,375.04986933369486,CC1CCC=C1C
424,372.7497725116485,CC1(CCC=C1)C
425,372.7491696551725,CC1CC=CC1C
426,372.7491696551725,CC1CC=CC1C
427,372.7491696551725,CC1CC(C=C1)C
428,372.7497725116485,CC1(CC=CC1)C
429,381.85033761801407,CC1=CCCCC1
430,376.8498428936903,CC1CCCC=C1
431,375.8497302530308,CC1CCC=CC1
432,372.7798702995674,CCCCCC#C
433,384.99981309001646,CCCCC#CC
434,380.1599801830082,CCCC#CCC
435,358.00044736510165,CCCC(C)C#C
436,364.00058926190354,CCC(C)CC#C
437,364.8505415920723,CC(C)CCC#C
438,372.540182834381,CCC(C)C#CC
439,375.4599033998402,CC#CCC(C)C
440,368.1995978237116,CCC#CC(C)C
441,342.99954236313647,CCC(C)(C)C#C
442,353.0001472543824,CC(C)C(C)C#C
443,349.07992333944674,CC(C)(C)CC#C
444,356.00048480821715,CC#CC(C)(C)C
445,356.99979629505526,CCC(CC)C#C
446,378.3000684156452,C1CC2CCC1C2
447,389.50030600096864,C1CCC2CC2C1
448,387.34929884758566,C1CCC=CCC1
449,376.75032513492266,CCCCC=C=C
450,366.0002660558023,CCCSCCCCSCCC
451,367.25031462297056,CC=CCCC=C
452,362.5505292671285,C=CCCCC=C
453,381.04997492987815,CCC=CC=CC
454,359.84922690522654,CC(=C)CCC=C
455,394.5504646598523,CC=CC=C(C)C
456,366.4493914382738,CC(=CC(=C)C)C
457,366.0993247233902,CC12CCCC1C2
458,375.4998645317769,C=C1CCCCC1
459,355.850386744424,CC(=C=C(C)C)C
460,397.5504511059469,CC(C)(CC=C)C=O
461,438.00048281444526,CC1CCCCC1=O
462,442.5503311167927,CC1CCCC(=O)C1
463,376.45064777955054,CCC1CCCC1
464,360.74981704566704,CC1(CCCC1)C
465,369.8501459569412,CC1CCCC1C
466,372.3497127244504,CC1CCCC1C
467,364.8498117996284,COS(=O)(=O)O
468,364.18015671368346,CC1CCC(C1)C
469,363.8494626041065,CC1CCC(C1)C
470,363.8498689159306,CC1CCC(C1)C
471,373.8502019735432,CC1CCCCC1
472,391.7899209599412,C1CCCCCC1
473,366.6401820915023,CCCCCC=C
474,371.2500381283229,CCCCC=CC
475,371.4097846372683,CCCCC=CC
476,370.8503165346797,CCCCC=CC
477,368.8497185137015,CCCC=CCC
478,366.7634180130672,CCCCCCC=C
479,368.75037318924166,CCCC=CCC
480,368.6705088436699,CCCC=CCC
481,364.8392525240624,CCCCC(=C)C
482,356.89986935531766,CCCC(C)C=C
483,359.7301051012655,CCC(C)CC=C
484,358.31036769838653,CC(C)CCC=C
485,368.4095249666505,CCCC=C(C)C
486,370.2602399733918,CCCC(=CC)C
487,368.18001654374086,CCCC(=CC)C
488,359.31044957432647,CCC(C)C=CC
489,360.5613375648298,CCCC(=CC)C
490,362.5005791448242,CC=CCC(C)C
491,361.1098009047902,CC=CCC(C)C
492,359.05015953142447,CCC=CC(C)C
493,358.90024609191283,CCC=CC(C)C
494,368.4011560954983,CCC=C(C)CC
495,366.541494297908,CCC=C(C)CC
496,367.0001720333402,CCC(CC)C=C
497,357.1100250936448,CCC(CC)C=C
498,357.27958369192663,CCC(C)C(=C)C
499,354.6104249468418,CC(C)CC(=C)C
500,350.4798373650392,CCC(C)(C)C=C
501,353.79978305742907,CC(C)C(C)C=C
502,345.51809965089205,CC(C)(C)CC=C
503,369.0098278488704,CCC(=CC)CC
504,367.84981036459817,CCC(=C(C)C)C
505,356.29930696372816,CC(C)C=C(C)C
506,362.350047147524,CC=C(C)C(C)C
507,364.4502480760452,CC=C(C)C(C)C
508,352.8501278816654,CC=CC(C)(C)C
509,349.5505965637424,CC=CC(C)(C)C
510,360.8505082444729,CCC(=C)C(C)C
511,350.84998825884696,CC(=C)C(C)(C)C
512,359.2999293913926,CC=C(C)C(C)C
513,348.8503137875496,CC1(CC1(C)C)C
514,361.66991468032165,CCC1(CC1)CC
515,397.8500069187037,CC(=O)CC(C)(C)C
516,397.8500069187037,CCC(=O)C(C)(C)C
517,397.8500304420968,CC(C)C(=O)C(C)C
518,396.7332470736961,CC(C)CCOC=C
519,396.733427255048,CCC(C)(C)OC=C
520,396.4999733784195,CCC(C)(C)OC(=O)C
521,393.7500649093329,CC(C)C(=O)OC(C)C
522,391.0500029432808,CCOC(=O)C(C)(C)C
523,371.38060768587866,CCCCCCC
524,363.0487191613514,CCCCC(C)C
525,364.85049866408,CCCC(C)CC
526,365.0005548450096,CCCC(C)CC
527,352.1899684186643,CCCC(C)(C)C
528,362.7803261646115,CCC(C)C(C)C
529,353.48981065706033,CC(C)CC(C)C
530,359.06009281390664,CCC(C)(C)CC
531,353.879738275294,CC(C)C(C)(C)C
532,366.4703593941135,CCC(CC)CC
533,402.8501607385999,CC(C)(C)C(C)(C)O
534,392.5496055302926,CCCCCOCC
535,390.14950910916497,CCCCOCCC
536,390.2961543543595,CCCCOC(C)C
537,390.2962520557962,CCC(C)OC(C)C
538,360.649485682174,CC(C)OC(C)(C)C
539,390.2964139783858,CC(C)COC(C)C
540,375.0497996071068,CCC(C)(C)OCC
541,390.2964734177072,CCOCCC(C)C
542,382.1497930711295,CCCCOC(C)C
543,380.8503596638777,CCCOCC(C)C
544,370.4505115622902,CCCOC(C)(C)C
545,411.3600245952084,C1=C(C=C(C=C1O)O)O
546,417.1057471851551,CC(=C)C#CC(=C)C
547,410.85319997557787,C=CC1CCC=CC1
548,405.8532993205806,CC1CC(=CC=C1)C
549,405.85306143485536,CC1CC=CC=C1C
550,405.8530519889312,CC1CC=C(C=C1)C
551,405.8531726193882,CC1CC=CC(=C1)C
552,410.85250079304313,C=CC1CCC1C=C
553,420.8540507976789,C1CCC=CC=CC1
554,420.85395687886194,C1CC=CCCC=C1
555,410.8533729178545,C1CC2C3C2C1CC3
556,392.55055167160606,CC(C)(C)C1=CC=CO1
557,405.049814483226,CCCC1=CCCC1
558,394.9492159908641,CC1CCC(=C1C)C
559,379.84999146581697,CC1=CCCC1(C)C
560,404.8499729862529,CCC1CCCC=C1
561,399.55240499873565,CCC1CCC=CC1
562,400.0501645819016,CC1CCCC(=C1)C
563,397.8501166387948,CC1CCC(=CC1)C
564,401.8503582971941,CC1CCC=C(C1)C
565,397.8503890832427,CC1CCCC=C1C
566,399.5523579544137,CC1(CCCC=C1)C
567,399.5517453512015,CC1CC=CC(C1)C
568,393.8508165209138,CC1(CCC=CC1)C
569,399.2000848265438,CCCCCCC#C
570,404.5996510056548,CCCC#CCCC
571,399.55186635666536,CCCCC(C)C#C
572,399.55186635666536,CCCC(C)CC#C
573,399.55186635666536,CCC(C)CCC#C
574,399.55186635666536,CC(C)CCCC#C
575,399.55186635666536,CCCC(C)C#CC
576,399.55186635666536,CCC(C)CC#CC
577,399.55186635666536,CC#CCCC(C)C
578,399.55186635666536,CCC#CC(C)CC
579,399.55186635666536,CCC#CCC(C)C
580,399.55186635666536,CCCC#CC(C)C
581,399.5518639197393,CCCC(C)(C)C#C
582,399.5518639197393,CCC(C)C(C)C#C
583,399.5518639197393,CC(C)CC(C)C#C
584,399.5518639197393,CCC(C)(C)C#CC
585,399.5518639197393,CC#CC(C)C(C)C
586,399.5518639197393,CCC#CC(C)(C)C
587,399.55186635666536,CCCC(CC)C#C
588,388.8503081583835,C=CCCCCC=C
589,383.5505286323152,CC=CCC(C)C=C
590,387.33989094323647,CC(=C)CCC(=C)C
591,406.849676398787,CC(=CC=C(C)C)C
592,414.55204754609633,C1CC2CCCC2C1
593,414.5524216416378,C1CC2CCCC2C1
594,414.55163811510886,C1CCCC=CCC1
595,414.55261030163047,CC12CCCCC1C2
596,414.55238269042223,C1CCC2CC2CC1
597,414.5524747216655,CC(C)(CC=C)C=C
598,414.55216747107886,C1CCC2CCC2C1
599,398.9465684894569,CCCC1CCC=C1
600,403.9500660015811,CCCC1CCCC1
601,399.4202098551574,CC(C)C1CCCC1
602,394.5501562610294,CCC1(CCCC1)C
603,400.9499218974548,CCC1CCCC1C
604,394.1398423289056,CCC1CCCC1C
605,394.4494159064661,CCC1CCC(C1)C
606,393.8494907126477,CCC1CCC(C1)C
607,386.74968354463977,CC1CCCC1(C)C
608,377.9493682171986,CC1CCC(C1)(C)C
609,395.9997609277785,CC1CCC(C1C)C
610,390.5505014208187,CC1CCC(C1C)C
611,398.20492807117785,CC1CCC(C1C)C
612,389.74962018491686,CC1CC(C(C1)C)C
613,389.8500759635335,CC1CC(C(C1)C)C
614,382.85003411085313,CC1CC(C(C1)C)C
615,394.0504288506975,CCC1CCC(C1)C
616,404.8508265859358,CCC1=CC=CC=C1
617,392.8500067672052,CC1(CCCCC1)C
618,398.8500545342842,CC1CCCCC1C
619,402.8497496794608,CC1CCCCC1C
620,396.5499219268577,CC1CCCCC1C
621,392.8502501474701,CC1CCCC(C1)C
622,392.849716503101,CC1CCCC(C1)C
623,395.8497953156176,CC1CCCC(C1)C
624,393.8496457412173,CC1=CC=C(C=C1)C
625,396.85016743969305,CC1CCC(CC1)C
626,392.4497570152849,CC1CCC(CC1)C
627,394.84987862254127,CCCCCCC=C
628,397.8504217703055,CCCCCC=CC
629,397.85051096655417,CCCCCC=CC
630,393.2033828597599,CCCCCC=CC
631,395.9503069334162,CCCCC=CCC
632,396.27004802394464,CCCCC=CCC
633,395.2997141913861,CCCC=CCCC
634,395.5505357514392,CCCC=CCCC
635,394.850489857117,CCCC=CCCC
636,391.8497661256083,CCCCCC(=C)C
637,384.00015840334464,CCCCC(C)C=C
638,385.4994959699192,CCCC(C)CC=C
639,386.3001284808293,CCC(C)CCC=C
640,385.8499300672128,CC(C)CCCC=C
641,395.8494241007836,CCCCC=C(C)C
642,393.2042084884994,CCCCC(=CC)C
643,393.2048343711124,CCCC(C)C=CC
644,393.2042516796688,CCC(C)CC=CC
645,393.2042516796688,CCC(C)CC=CC
646,393.2044993036105,CC=CCCC(C)C
647,393.20406379860174,CC=CCCC(C)C
648,393.2043952716065,CCC=CCC(C)C
649,393.2041489041087,CCCC=CC(C)C
650,393.2038469470688,CCCC=CC(C)C
651,386.9802122186251,CCCC=CC(C)C
652,394.2000576130517,CCCC=C(C)CC
653,393.2044922892592,CCCC=C(C)CC
654,393.2041180834565,CCCC(=CCC)C
655,393.2041489041087,CCC=CC(C)CC
656,393.2038469470688,CCC=CC(C)CC
657,393.2038469470688,CCC=CC(C)CC
658,393.2037300978012,CCC=CCC(C)C
659,393.2040986070873,CCCCC(=C)CC
660,393.2042516875505,CCC(CC)CC=C
661,393.2044465987335,CCC(C)CC(=C)C
662,393.2038722636812,CC(C)CCC(=C)C
663,393.20386497673377,CCCC(C)(C)C=C
664,393.2039695574801,CCC(C)C(C)C=C
665,393.2043241438894,CC(C)CC(C)C=C
666,393.2038050773563,CCC(C)(C)CC=C
667,393.2045665251155,CC(C)C(C)CC=C
668,393.2042333218404,CC(C)(C)CCC=C
669,393.2044922892592,CCCC(=CC)CC
670,393.20458652961736,CCC(CC)C=CC
671,394.8599264424395,CCCC(=C(C)C)C
672,383.85001211703496,CCC(C)C=C(C)C
673,385.5001231077249,CC(C)CC=C(C)C
674,393.2037777846315,CCC(C)C(=CC)C
675,393.2041244482412,CC=C(C)CC(C)C
676,393.2036106368576,CCC(C)(C)C=CC
677,393.2041515954497,CC=CC(C)C(C)C
678,393.2040603381797,CC=CC(C)C(C)C
679,393.20471366028926,CC=CCC(C)(C)C
680,393.2035400376879,CC=CCC(C)(C)C
681,393.2042027107648,CCC=C(CC)CC
682,378.55044041536667,CCC=CC(C)(C)C
683,373.85043668460986,CCC=CC(C)(C)C
684,393.2033686052532,CCC=C(C)C(C)C
685,380.65020645017,CCC(=CC(C)C)C
686,371.65018344547593,CC(C)C=CC(C)C
687,375.0403671446279,CC(C)C=CC(C)C
688,393.2041420626013,CCC(=C(C)CC)C
689,393.2041420626013,CCC(=C(C)CC)C
690,393.20382697470313,CCCC(=C)CCC
691,393.2043806217988,CCCC(=C)C(C)C
692,384.7503834453944,CCC(C)C(=C)CC
693,393.204633922828,CCC(=C)CC(C)C
694,382.549826962633,CCC(CC)C(=C)C
695,383.5498654775209,CCC(C)(CC)C=C
696,380.5501061649217,CCC(C=C)C(C)C
697,381.3093696672456,CC(=C)CC(C)(C)C
698,381.0001245001676,CC(C)C(C)C(=C)C
699,374.8500293777506,CC(=C)CC(C)(C)C
700,377.8494622917409,CC(C)C(C)(C)C=C
701,376.8500229408572,CC(C=C)C(C)(C)C
702,393.20356467052767,CCC(=C(C)C)CC
703,389.55064645988665,CC(C)C(=C(C)C)C
704,377.8500428296517,CC(=CC(C)(C)C)C
705,385.3000544679203,CC=C(C)C(C)(C)C
706,393.20332404704345,CC=C(C)C(C)(C)C
707,393.2041489041087,CC=C(C)C(C)(C)C
708,393.20421782670167,CC(=C)CC(C)(C)C
709,393.2034981085818,CC(=O)OCCOC
710,390.20059637202456,CCC(=C)C(C)(C)C
711,398.6199859082325,CCCCCCCC
712,390.6501699476602,CCCCCC(C)C
713,391.9304286709062,CCCCC(C)CC
714,390.7094345765286,CCCC(C)CCC
715,379.8404897920082,CCCCC(C)(C)C
716,388.6101693442732,CCCC(C)C(C)C
717,388.0005362644493,CCCCC(C)(C)C
718,382.4297775759431,CCC(C)CC(C)C
719,382.1103653545584,CC(C)CCC(C)C
720,384.9698474865525,CCCC(C)(C)CC
721,390.7293788756796,CCC(C)C(C)CC
722,382.839950054048,CCC(C)C(C)(C)C
723,372.24037104468175,CC(C)CC(C)(C)C
724,387.76978635943567,CCC(C)(C)C(C)C
725,386.4703648538159,CC(C)C(C)C(C)C
726,379.2894834338957,CC(C)(C)C(C)(C)C
727,391.5402783069508,CCCC(CC)CC
728,388.65030998056574,CCC(CC)C(C)C
729,391.2697319626077,CCC(C)(CC)CC
730,393.85035308928144,CCC(C)OC(C)CC
731,379.7501437759451,CC(C)(C)OC(C)(C)C
732,413.96186442621735,CCC(C)OC(C)CC
733,395.5500058388199,CC(C)COCC(C)C
734,478.870112407934,CC(C)(C)OOC(C)(C)C
735,478.8690338579609,CCCOCCOCCC
736,432.223921288842,CC=C1CC2CC1C=C2
737,432.2247551844836,C=CC1CC2CC1C=C2
738,439.0614748593854,C1CCCC2CC2CC1
739,439.061495895848,CC12CCC(C1)(CC2)C
740,439.06136370269655,CC1C(C2CCC1C2)C
741,422.4224603148628,CCC1CCC(C1)(C)C
742,422.4229043007631,CC1(CCCC1(C)C)C
743,422.4222827860932,CC1(CCC(C1)(C)C)C
744,422.42193271037047,CC1CC(CC1C)(C)C
745,422.42248063877935,CC1CC(C(C1C)C)C
746,409.8499866625151,CC1CCCC(C1)(C)C
747,408.0491566319781,CC1CCC(CC1)(C)C
748,418.6098403943779,CC1CCCC(C1C)C
749,420.7497262387503,CC1CCC(C(C1)C)C
750,422.42193842916976,CC1CCC(C(C1)C)C
751,417.6503402709902,CC1CCC(C(C1)C)C
752,411.5501513165741,CC1CC(CC(C1)C)C
753,387.249570863535,CC(C)CC=CC(C)C
754,422.4225314592313,CC1CCC(C1(C)C)C
755,482.8466085198146,CC(C)C1CCC(CC1)O
756,405.6907507769685,CCCCCC(C)(C)C
757,405.89955151827456,CCCC(C)CC(C)C
758,408.21012760445984,CC(C)CCCC(C)C
759,408.2106348199498,CCCC(C)(C)CCC
760,406.5992931089804,CCCC(C)C(C)(C)C
761,399.5399419813798,CCC(C)CC(C)(C)C
762,397.0899485314712,CC(C)CCC(C)(C)C
763,404.3501813993756,CC(C)CC(C)C(C)C
764,403.6605994927736,CCC(C)(C)CC(C)C
765,406.0300949212944,CC(C)C(C)C(C)(C)C
766,395.2905053817336,CC(C)(C)CC(C)(C)C
767,406.8101336282122,CCC(CC)CC(C)C
768,406.8404848107432,CCC(CC)C(C)(C)C
769,409.7200257663004,CCC(C(C)C)C(C)C
770,448.8959883703435,C1=CC(C=C1)C2C=CC=C2
771,458.5515907354689,CC(=CCCC(=C)C=C)C
772,453.551799030566,CC1C(=C(C(=C1C)C)C)C
773,439.82315525930494,CC(C)(C)C=CC(C)(C)C
774,439.8234257269429,CC(C)(C)C=CC(C)(C)C
775,493.53675241444535,CC(C)CCCC(C)CC=O
776,513.2806684929036,CC(C)COCCOCC(C)C
